"scenario","rate_mt","L_mid","L_top","f1","f2","f3"
3,0.82,3,3,532661538.724666,7633081.62762927,3540555000
1,0.83,3,3,208723624.617701,1.86264514923096e-08,1194577500
3,0.83,3,3,539028750.276293,7735905.15704103,3583732500
1,0.84,3,3,211238330.500054,0,1208970000
3,0.84,3,3,545363066.933869,7838728.68645279,3626910000
1,0.85,3,3,213751176.745122,3.72529029846191e-09,1223362500
3,0.85,3,3,551506887.160144,7962970.15655433,3670087500
1,0.86,3,3,216159122.90809,10675.9719384648,1237755000
3,0.86,3,3,558051189.681153,8045676.03890732,3713265000
1,0.87,3,3,218673828.790443,10675.9719384611,1252147500
3,0.87,3,3,564056729.917003,8189831.80654125,3756442500
1,0.88,3,3,221187711.949032,10675.9719384573,1266540000
3,0.88,3,3,569232415.559937,8401331.98872203,3799620000
1,0.89,3,3,223702417.831385,10675.9719384499,1280932500
3,0.89,3,3,575757839.925223,8486273.16519256,3842797500
1,0.9,3,3,226252390.864209,23145.9559674039,1295325000
3,0.9,3,3,582162184.049031,8571214.34166321,3885975000
1,0.91,3,3,228731475.574733,10675.9719384387,1309717500
3,0.91,3,3,588708749.818974,8656155.51813371,3929152500
1,0.92,3,3,231253013.32528,10675.9719384722,1324110000
3,0.92,3,3,595241051.695969,8741096.6946044,3972330000
1,0.93,3,3,233772560.749466,10675.9719384648,1338502500
3,0.93,3,3,601783637.981539,8826037.87107489,4015507500
1,0.94,3,3,236288994.365394,10675.9719384536,1352895000
3,0.94,3,3,608113213.534431,8928582.6059327,4058685000
1,0.95,3,3,238838161.457272,10675.9719384685,1367287500
3,0.95,3,3,614361525.434149,9040347.31181493,4101862500
1,0.96,3,3,241371032.498389,10675.9719384611,1381680000
3,0.96,3,3,620858656.348982,9121040.05978483,4145040000
1,0.97,3,3,243885738.380742,10675.9719384797,1396072500
3,0.97,3,3,627105505.088478,9232804.76566719,4188217500
1,0.98,3,3,246400444.263095,10675.9719384722,1410465000
3,0.98,3,3,633370740.111702,9344569.47154957,4231395000
1,0.99,3,3,248903476.735421,10675.9719384722,1424857500
3,0.99,3,3,639706395.530172,9446733.45538059,4274572500
1,1,3,3,251429635.823783,10675.9719384685,1439250000
3,1,3,3,646399519.065448,9526244.03669141,4317750000
1,0.8,4,3,188372429.804373,2262951.72401819,1151400000
3,0.8,4,3,560573596.359541,5151878.54584868,3454200000
1,0.81,4,3,190008577.013905,2388575.2951313,1165792500
3,0.81,4,3,555140683.453147,6342581.56672907,3497377500
1,0.82,4,3,191716704.937122,2553518.85657202,1180185000
3,0.82,4,3,559115676.283779,6825405.09614082,3540555000
1,0.83,4,3,193282505.114808,2679163.53042542,1194577500
3,0.83,4,3,563273139.936246,7308228.62555262,3583732500
1,0.84,4,3,194820068.140018,2824457.64807247,1208970000
3,0.84,4,3,567379322.410934,7791052.15496433,3626910000
1,0.85,4,3,196355771.527943,2969751.76571954,1223362500
3,0.85,4,3,571307333.433418,8296159.52572756,3670087500
1,0.86,4,3,197786574.833768,3125721.85530505,1237755000
3,0.86,4,3,575474028.841146,8773953.64337459,3713265000
1,0.87,4,3,199324137.858978,3271015.97295212,1252147500
3,0.87,4,3,578884339.094286,9305637.36454503,3756442500
1,0.88,4,3,200860878.160424,3416310.09059916,1266540000
3,0.88,4,3,582849622.734427,9772365.64091308,3799620000
1,0.89,4,3,202398441.185634,3561604.20824623,1280932500
3,0.89,4,3,586863857.8252,10257424.4644425,3842797500
1,0.9,4,3,202089102.270767,3988249.60857201,1295325000
3,0.9,4,3,590559331.072825,10742483.2879719,3885975000
1,0.91,4,3,205473213.214696,3852192.44354034,1309717500
3,0.91,4,3,594197695.798244,11227542.1115013,3929152500
1,0.92,4,3,207017608.1081,3997486.5611874,1324110000
3,0.92,4,3,597735022.885323,11712600.9350307,3972330000
1,0.93,4,3,208560012.675144,4142780.67883447,1338502500
3,0.93,4,3,601282634.380977,12197659.7585601,4015507500
1,0.94,4,3,210099303.433928,4288074.79648152,1352895000
3,0.94,4,3,603319232.058053,12675770.1550367,4058685000
1,0.95,4,3,211671327.668664,4433368.91412859,1367287500
3,0.95,4,3,606733510.344325,13167534.8609191,4101862500
1,0.96,4,3,213227055.852638,4578663.03177563,1381680000
3,0.96,4,3,610210175.898237,13651531.5773233,4145040000
1,0.97,4,3,214764618.877848,4723957.1494227,1396072500
3,0.97,4,3,613622991.024288,14143296.2832057,4188217500
1,0.98,4,3,216302181.903058,4869251.26706977,1410465000
3,0.98,4,3,617054192.434067,14635060.9890881,4231395000
1,0.99,4,3,217828071.518241,5014545.38471682,1424857500
3,0.99,4,3,620498209.906784,15124425.5144576,4274572500
1,1,4,3,219377087.74946,5159839.50236386,1439250000
3,1,4,3,624316251.521511,15589067.1341563,4317750000
1,0.8,5,3,201300978.704846,1750.9969086051,1151400000
3,0.8,5,3,623738924.421072,0,3454200000
1,0.81,5,3,203693390.129231,3.72529029846191e-09,1165792500
3,0.81,5,3,621040929.128726,0,3497377500
1,0.82,5,3,206265299.565052,19649.4437936619,1180185000
3,0.82,5,3,627873192.025113,0,3540555000
1,0.83,5,3,208723624.617701,7.45058059692383e-09,1194577500
3,0.83,5,3,634783260.719597,0,3583732500
1,0.84,5,3,211238330.500054,0,1208970000
3,0.84,5,3,641642048.236302,0,3626910000
1,0.85,5,3,213751176.745122,1.11758708953857e-08,1223362500
3,0.85,5,3,648166677.411343,0,3670087500
1,0.86,5,3,216159122.90809,10675.9719384573,1237755000
3,0.86,5,3,655121183.74344,0,3713265000
1,0.87,5,3,218673828.790443,10675.9719384797,1252147500
3,0.87,5,3,660942077.696286,0,3756442500
1,0.88,5,3,221187711.949032,10675.9719384499,1266540000
3,0.88,5,3,667792482.679669,0,3799620000
1,0.89,5,3,223702417.831385,10675.9719384685,1280932500
3,0.89,5,3,674606263.988929,0,3842797500
1,0.9,5,3,226252390.864209,23145.9559674002,1295325000
3,0.9,5,3,681282356.011897,0,3885975000
1,0.91,5,3,228731475.574733,10675.9719384611,1309717500
3,0.91,5,3,688100669.680999,0,3929152500
1,0.92,5,3,231253013.32528,10675.9719384573,1324110000
3,0.92,5,3,694904719.457154,0,3972330000
1,0.93,5,3,233772560.749466,10675.9719384648,1338502500
3,0.93,5,3,701719053.641884,0,4015507500
1,0.94,5,3,236288994.365394,10675.9719384536,1352895000
3,0.94,5,3,708631674.514581,0,4058685000
1,0.95,5,3,238838161.457272,10675.9719384722,1367287500
3,0.95,5,3,715245616.6664,0,4101862500
1,0.96,5,3,241371032.498389,10675.9719384387,1381680000
3,0.96,5,3,721999625.98064,0,4145040000
1,0.97,5,3,243885738.380742,10675.9719384648,1396072500
3,0.97,5,3,728501608.33259,0,4188217500
1,0.98,5,3,246400444.263095,10675.9719384611,1410465000
3,0.98,5,3,735043061.843209,0,4231395000
1,0.99,5,3,248903476.735421,10675.9719384611,1424857500
3,0.99,5,3,741616532.86087,0,4274572500
1,1,5,3,251429635.823783,10675.9719384462,1439250000
3,1,5,3,748558509.345472,0,4317750000
1,0.8,6,3,142483666.411447,8107848.3052887,1151400000
3,0.8,6,3,371951145.973927,28360796.6124985,3454200000
1,0.81,6,3,143844649.264403,8240214.95543892,1165792500
3,0.81,6,3,365936683.388671,29598311.6523279,3497377500
1,0.82,6,3,141046864.278754,8832683.90457919,1180185000
3,0.82,6,3,369555331.91312,30092311.6523279,3540555000
1,0.83,6,3,146812026.610017,8508450.24955657,1194577500
3,0.83,6,3,373112459.431134,30586311.6523279,3583732500
1,0.84,6,3,148295303.920941,8642567.89661538,1208970000
3,0.84,6,3,376636692.055096,31080311.6523279,3626910000
1,0.85,6,3,149776721.59458,8776685.54367422,1223362500
3,0.85,6,3,379496406.274747,31663447.0177336,3670087500
1,0.86,6,3,148171456.372995,9212398.26348598,1237755000
3,0.86,6,3,383168383.19508,32137329.3706748,3713265000
1,0.87,6,3,149624397.549466,9346515.91054481,1252147500
3,0.87,6,3,386488095.673009,32643158.9862002,3756442500
1,0.88,6,3,151076516.002172,9480633.55760362,1266540000
3,0.88,6,3,389088738.347859,33202484.9175425,3799620000
1,0.89,6,3,152529457.178642,9614751.20466246,1280932500
3,0.89,6,3,392692313.97365,33678602.5646014,3842797500
1,0.9,6,3,154017665.505585,9761338.83575022,1295325000
3,0.9,6,3,396174809.357962,34154720.2116602,3885975000
1,0.91,6,3,155434985.510226,9882986.4987801,1309717500
3,0.91,6,3,399799526.388409,34630837.858719,3929152500
1,0.92,6,3,156894758.554891,10017104.1458389,1324110000
3,0.92,6,3,403409979.525909,35106955.5057778,3972330000
1,0.93,6,3,158352541.273194,10151221.7928978,1338502500
3,0.93,6,3,407030717.071983,35583073.1528367,4015507500
1,0.94,6,3,159807210.18324,10285339.4399566,1352895000
3,0.94,6,3,410438443.885379,36076794.3582826,4058685000
1,0.95,6,3,161294612.569236,10419457.0870154,1367287500
3,0.95,6,3,413764907.045601,36579735.5347532,4101862500
1,0.96,6,3,162765718.90447,10553574.7340742,1381680000
3,0.96,6,3,417340189.220938,37051604.7533113,4145040000
1,0.97,6,3,164218660.080941,10687692.381133,1396072500
3,0.97,6,3,420665189.220939,37554545.9297819,4188217500
1,0.98,6,3,165671601.257412,10821810.0281919,1410465000
3,0.98,6,3,424008575.504667,38057487.1062525,4231395000
1,0.99,6,3,167112869.023855,10955927.6752507,1424857500
3,0.99,6,3,427422382.183641,38550827.5606718,4274572500
1,1,6,3,168577263.406335,11090045.3223095,1439250000
3,1,6,3,431193656.979421,39021514.6125708,4317750000
1,0.8,7,3,188375734.094835,2262401.00894127,1151400000
3,0.8,7,3,376438155.820466,28360245.8974215,3454200000
1,0.81,7,3,190011881.304367,2388024.58005437,1165792500
3,0.81,7,3,370303431.875806,29597760.937251,3497377500
1,0.82,7,3,191720009.227583,2552968.1414951,1180185000
3,0.82,7,3,373738466.954878,30091760.937251,3540555000
1,0.83,7,3,193286360.120346,2678612.81534849,1194577500
3,0.83,7,3,377111981.027513,30585760.937251,3583732500
1,0.84,7,3,194823923.145556,2823906.93299554,1208970000
3,0.84,7,3,380452600.206097,31079760.937251,3626910000
1,0.85,7,3,196359626.533481,2969201.05064262,1223362500
3,0.85,7,3,382993266.130938,31662896.3026567,3670087500
1,0.86,7,3,197790429.839306,3125171.14022813,1237755000
3,0.86,7,3,386543871.172954,32136778.6555979,3713265000
1,0.87,7,3,199327992.864517,3270465.25787519,1252147500
3,0.87,7,3,389821237.534085,32642608.2711232,3756442500
1,0.88,7,3,200864733.165962,3415759.37552223,1266540000
3,0.88,7,3,392393382.190865,33201934.2024656,3799620000
1,0.89,7,3,202402296.191172,3561053.49316931,1280932500
3,0.89,7,3,395925109.077161,33678051.8495245,3842797500
1,0.9,7,3,202092957.276305,3987698.89349508,1295325000
3,0.9,7,3,399335755.721977,34154169.4965833,3885975000
1,0.91,7,3,205477068.220235,3851641.72846342,1309717500
3,0.91,7,3,402888624.012928,34630287.143642,3929152500
1,0.92,7,3,207021463.113639,3996935.84611047,1324110000
3,0.92,7,3,406427228.410932,35106404.7907009,3972330000
1,0.93,7,3,208563867.680682,4142229.96375754,1338502500
3,0.93,7,3,409976117.21751,35582522.4377597,4015507500
1,0.94,7,3,210103158.439467,4287524.08140459,1352895000
3,0.94,7,3,413311995.291411,36076243.6432057,4058685000
1,0.95,7,3,211675182.674202,4432818.19905166,1367287500
3,0.95,7,3,416566609.712137,36579184.8196762,4101862500
1,0.96,7,3,213230910.858177,4578112.3166987,1381680000
3,0.96,7,3,420070043.147978,37051054.0382344,4145040000
1,0.97,7,3,214768473.883387,4723406.43434577,1396072500
3,0.97,7,3,423323194.408483,37553995.214705,4188217500
1,0.98,7,3,216306036.908597,4868700.55199284,1410465000
3,0.98,7,3,426594731.952715,38056936.3911756,4231395000
1,0.99,7,3,217831926.52378,5013994.66963989,1424857500
3,0.99,7,3,429936689.892194,38550276.8455948,4274572500
1,1,7,3,219380942.754999,5159288.78728694,1439250000
3,1,7,3,433636115.948478,39020963.8974939,4317750000
1,0.8,8,3,144972804.048805,7822791.59057378,1151400000
3,0.8,8,3,409492790.698216,24070416.6213374,3454200000
1,0.81,8,3,146534963.372349,7932805.29954753,1165792500
3,0.81,8,3,403663738.669192,25283725.351213,3497377500
1,0.82,8,3,147734896.683555,8124411.00742083,1180185000
3,0.82,8,3,407689530.050784,25721842.9982718,3540555000
1,0.83,8,3,149904693.659139,8156334.71131224,1194577500
3,0.83,8,3,411653800.42594,26159960.6453307,3583732500
1,0.84,8,3,151589147.440652,8268099.41719458,1208970000
3,0.84,8,3,415369090.202068,26622087.8151647,3626910000
1,0.85,8,3,153271741.584879,8379864.12307695,1223362500
3,0.85,8,3,418808204.545991,27115152.814678,3670087500
1,0.86,8,3,154833050.558138,8504125.36632762,1237755000
3,0.86,8,3,422647801.184646,27566682.2264427,3713265000
1,0.87,8,3,156316327.869063,8638243.01338645,1252147500
3,0.87,8,3,407647662.475938,30661894.3886951,3756442500
1,0.88,8,3,157798782.456222,8772360.66044526,1266540000
3,0.88,8,3,410332591.81635,31208688.6885229,3799620000
1,0.89,8,3,159282059.767147,8906478.3075041,1280932500
3,0.89,8,3,414367259.879116,31628923.9826405,3842797500
1,0.9,8,3,160800604.228542,9053065.93859186,1295325000
3,0.9,8,3,418280847.700403,32049159.2767582,3885975000
1,0.91,8,3,162248260.367638,9174713.60162174,1309717500
3,0.91,8,3,422336657.167825,32469394.5708758,3929152500
1,0.92,8,3,163738369.546756,9308831.24868055,1324110000
3,0.92,8,3,426378202.742299,32889629.8649934,3972330000
1,0.93,8,3,165226488.399514,9442948.8957394,1338502500
3,0.93,8,3,430430032.725348,33309865.1591111,4015507500
1,0.94,8,3,166711493.444013,9577066.54279821,1352895000
3,0.94,8,3,434268851.975719,33747704.0116159,4058685000
1,0.95,8,3,168229231.964463,9711184.18985704,1367287500
3,0.95,8,3,438026407.572916,34194762.8351453,4101862500
1,0.96,8,3,169730674.434151,9845301.83691584,1381680000
3,0.96,8,3,442032782.185228,34610749.7007622,4145040000
1,0.97,8,3,171213951.745075,9979419.48397467,1396072500
3,0.97,8,3,445788874.622203,35057808.5242916,4188217500
1,0.98,8,3,172697229.056,10113537.1310335,1410465000
3,0.98,8,3,449563353.342906,35504867.3478211,4231395000
1,0.99,8,3,174168832.956897,10247654.7780923,1424857500
3,0.99,8,3,453408252.458855,35942325.4492992,4274572500
1,1,8,3,197268896.844122,7979593.65085245,1439250000
3,1,8,3,457610619.69161,36357130.148257,4317750000
1,0.8,9,3,140015356.320153,8372422.39165974,1151400000
3,0.8,9,3,353761693.1563,30879852.8601066,3454200000
1,0.81,9,3,141577515.643698,8482436.10063349,1165792500
3,0.81,9,3,347844826.001225,32093161.5899822,3497377500
1,0.82,9,3,142777448.954903,8674041.80850679,1180185000
3,0.82,9,3,351782802.256767,32531279.237041,3540555000
1,0.83,9,3,144947245.930487,8705965.5123982,1194577500
3,0.83,9,3,355659257.505873,32969396.8840999,3583732500
1,0.84,9,3,146631699.712,8817730.21828054,1208970000
3,0.84,9,3,359502817.860928,33407514.5311587,3626910000
1,0.85,9,3,148314293.856227,8929494.92416291,1223362500
3,0.85,9,3,363155881.784682,33867050.1189073,3670087500
1,0.86,9,3,149875602.829487,9053756.16741358,1237755000
3,0.86,9,3,367209428.00317,34285050.1189073,3713265000
1,0.87,9,3,151358880.140411,9187873.81447241,1252147500
3,0.87,9,3,370724211.936499,34764500.0041883,3756442500
1,0.88,9,3,152841334.727571,9321991.46153122,1266540000
3,0.88,9,3,373409141.276911,35311294.3040161,3799620000
1,0.89,9,3,154324612.038495,9456109.10859006,1280932500
3,0.89,9,3,377443809.339677,35731529.5981337,3842797500
1,0.9,9,3,155843156.499891,9602696.73967782,1295325000
3,0.9,9,3,381357397.160964,36151764.8922513,3885975000
1,0.91,9,3,157290812.638986,9724344.4027077,1309717500
3,0.91,9,3,385413206.628386,36572000.1863689,3929152500
1,0.92,9,3,158780921.818105,9858462.04976651,1324110000
3,0.92,9,3,389454752.202861,36992235.4804866,3972330000
1,0.93,9,3,160243024.206769,9992579.69682536,1338502500
3,0.93,9,3,393506582.185909,37412470.7746043,4015507500
1,0.94,9,3,161697693.116814,10126697.3438842,1352895000
3,0.94,9,3,397345401.43628,37850309.627109,4058685000
1,0.95,9,3,163185095.50281,10260814.990943,1367287500
3,0.95,9,3,401102957.033477,38297368.4506384,4101862500
1,0.96,9,3,164656201.838045,10394932.6380018,1381680000
3,0.96,9,3,405109331.645789,38713355.3162554,4145040000
1,0.97,9,3,166109143.014516,10529050.2850606,1396072500
3,0.97,9,3,408865424.082764,39160414.1397848,4188217500
1,0.98,9,3,167562084.190986,10663167.9321195,1410465000
3,0.98,9,3,412639902.803467,39607472.9633143,4231395000
1,0.99,9,3,169003351.95743,10797285.5791783,1424857500
3,0.99,9,3,416484801.919416,40044931.0647923,4274572500
1,1,9,3,192271225.722953,8535397.13552213,1439250000
3,1,9,3,420555942.404805,40474316.5134576,4317750000
1,0.8,1,4,198694543.637182,2262951.72401818,1151400000
3,0.8,1,4,555064215.078586,5151878.54584865,3454200000
1,0.81,1,4,200856155.505355,2388575.2951313,1165792500
3,0.81,1,4,551339127.63613,6342581.5667291,3497377500
1,0.82,1,4,203161426.285714,2553518.85657202,1180185000
3,0.82,1,4,557223380.483749,6825405.09614082,3540555000
1,0.83,1,4,205353112.682901,2679163.5304254,1194577500
3,0.83,1,4,562794206.500854,7308228.62555262,3583732500
1,0.84,1,4,207601179.909792,2824457.64807247,1208970000
3,0.84,1,4,568171773.993432,7791052.15496439,3626910000
1,0.85,1,4,209847387.499398,2969751.76571952,1223362500
3,0.85,1,4,573355013.324445,8296159.52572756,3670087500
1,0.86,1,4,211988695.006903,3125721.85530505,1237755000
3,0.86,1,4,578896067.946294,8773953.64337459,3713265000
1,0.87,1,4,214236762.233794,3271015.9729521,1252147500
3,0.87,1,4,583726659.45787,9305637.36454506,3756442500
1,0.88,1,4,216484006.73692,3416310.09059916,1266540000
3,0.88,1,4,588456891.509876,9772365.64091305,3799620000
1,0.89,1,4,218732073.963811,3561604.20824623,1280932500
3,0.89,1,4,593963979.740709,10257424.4644425,3842797500
1,0.9,1,4,220477645.743874,3988249.60857201,1295325000
3,0.9,1,4,599349987.730063,10742483.2879719,3885975000
1,0.91,1,4,223227854.396235,3852192.44354035,1309717500
3,0.91,1,4,604878217.365552,11227542.1115013,3929152500
1,0.92,1,4,225482753.49132,3997486.56118742,1324110000
3,0.92,1,4,610392183.108094,11712600.9350307,3972330000
1,0.93,1,4,227735662.260044,4142780.67883446,1338502500
3,0.93,1,4,615916433.25921,12197659.7585601,4015507500
1,0.94,1,4,229985457.220509,4288074.79648151,1352895000
3,0.94,1,4,619806909.664548,12675770.1550368,4058685000
1,0.95,1,4,232267985.656926,4433368.91412857,1367287500
3,0.95,1,4,625097238.370989,13167534.860919,4101862500
1,0.96,1,4,234534218.04258,4578663.03177564,1381680000
3,0.96,1,4,630566474.187241,13651531.5773233,4145040000
1,0.97,1,4,236715222.579382,4723957.1494227,1396072500
3,0.97,1,4,635855339.733459,14143296.2832057,4188217500
1,0.98,1,4,238865894.84829,4869251.26706975,1410465000
3,0.98,1,4,641162591.563407,14635060.9890881,4231395000
1,0.99,1,4,241004893.70717,5014545.38471682,1424857500
3,0.99,1,4,646518662.163984,15124425.5144576,4274572500
1,1,1,4,243167019.182086,5159839.50236388,1439250000
3,1,1,4,652299917.023057,15589067.1341563,4317750000
1,0.8,2,4,146953272.373285,9574412.23934851,1151400000
3,0.8,2,4,353884744.125174,31975407.9576133,3454200000
1,0.81,2,4,147781690.964147,9867682.86928517,1165792500
3,0.81,2,4,347644950.800365,33501405.0961409,3497377500
1,0.82,2,4,145464025.48135,10569730.3832327,1180185000
3,0.82,2,4,351014497.765631,34319522.7431996,3540555000
1,0.83,2,4,149612261.587071,10493565.2222263,1194577500
3,0.83,2,4,354070617.900383,35137640.3902585,3583732500
1,0.84,2,4,150527135.536651,10806506.3986969,1208970000
3,0.84,2,4,356933479.510609,35955758.0373173,3626910000
1,0.85,2,4,151486972.112258,11119447.5751675,1223362500
3,0.85,2,4,359602012.959269,36796159.5257275,3670087500
1,0.86,2,4,152283633.136444,11443064.7235766,1237755000
3,0.86,2,4,362628361.698765,37609247.7610217,3713265000
1,0.87,2,4,153198507.086024,11756005.9000471,1252147500
3,0.87,2,4,364944247.327989,38476225.5998391,3756442500
1,0.88,2,4,154112558.311839,12068947.0765177,1266540000
3,0.88,2,4,367159773.497641,39278247.9938543,3799620000
1,0.89,2,4,155027432.261419,12381888.2529883,1280932500
3,0.89,2,4,370152155.846121,40098600.9350307,3842797500
1,0.9,2,4,155439810.764171,12976180.7121376,1295325000
3,0.9,2,4,373023457.953122,40918953.8762072,3885975000
1,0.91,2,4,156856826.139221,13007770.6059295,1309717500
3,0.91,2,4,376036981.706258,41739306.8173837,3929152500
1,0.92,2,4,157778531.956995,13320711.7824001,1324110000
3,0.92,2,4,379036241.566447,42559659.7585602,3972330000
1,0.93,2,4,158698247.448408,13633652.9588707,1338502500
3,0.93,2,4,382045785.83521,43380012.6997366,4015507500
1,0.94,2,4,159614849.131563,13946594.1353413,1352895000
3,0.94,2,4,383421556.358195,44193417.2138603,4058685000
1,0.95,2,4,160564184.290668,14259535.3118118,1367287500
3,0.95,2,4,386197179.182283,45020476.0373896,4101862500
1,0.96,2,4,161466644.831648,14572476.4882824,1381680000
3,0.96,2,4,389151709.116182,45839766.871441,4145040000
1,0.97,2,4,162203768.281608,14885417.664753,1396072500
3,0.97,2,4,391925868.780048,46666825.6949704,4188217500
1,0.98,2,4,162957381.726986,15198358.8412236,1410465000
3,0.98,2,4,394718414.727642,47493884.5184998,4231395000
1,0.99,2,4,163699321.762337,15511300.0176942,1424857500
3,0.99,2,4,397559779.445866,48318543.1615164,4274572500
1,1,2,4,164464388.413724,15824241.1941648,1439250000
3,1,2,4,400826328.422586,49118478.8988622,4317750000
1,0.8,3,4,198694543.637182,2262951.72401819,1151400000
3,0.8,3,4,555061214.713409,5151878.54584862,3454200000
1,0.81,3,4,200856155.505355,2388575.29513131,1165792500
3,0.81,3,4,551336127.270954,6342581.56672907,3497377500
1,0.82,3,4,203161426.285714,2553518.85657203,1180185000
3,0.82,3,4,557220380.118572,6825405.09614085,3540555000
1,0.83,3,4,205353112.682901,2679163.53042542,1194577500
3,0.83,3,4,562791206.135677,7308228.62555261,3583732500
1,0.84,3,4,207601179.909792,2824457.64807247,1208970000
3,0.84,3,4,568168773.628256,7791052.15496434,3626910000
1,0.85,3,4,209847387.499397,2969751.76571953,1223362500
3,0.85,3,4,573352012.959269,8296159.52572753,3670087500
1,0.86,3,4,211988695.006903,3125721.85530505,1237755000
3,0.86,3,4,578893067.581118,8773953.64337458,3713265000
1,0.87,3,4,214236762.233794,3271015.97295211,1252147500
3,0.87,3,4,583723659.092695,9305637.36454496,3756442500
1,0.88,3,4,216484006.73692,3416310.09059917,1266540000
3,0.88,3,4,588453891.1447,9772365.64091304,3799620000
1,0.89,3,4,218732073.963811,3561604.20824622,1280932500
3,0.89,3,4,593960979.375533,10257424.4644424,3842797500
1,0.9,3,4,220477645.743874,3988249.60857201,1295325000
3,0.9,3,4,599346987.364886,10742483.2879719,3885975000
1,0.91,3,4,223227854.396235,3852192.44354033,1309717500
3,0.91,3,4,604875217.000376,11227542.1115013,3929152500
1,0.92,3,4,225482753.49132,3997486.56118741,1324110000
3,0.92,3,4,610389182.742917,11712600.9350307,3972330000
1,0.93,3,4,227735662.260044,4142780.67883447,1338502500
3,0.93,3,4,615913432.894033,12197659.7585601,4015507500
1,0.94,3,4,229985457.220509,4288074.79648151,1352895000
3,0.94,3,4,619803909.299371,12675770.1550368,4058685000
1,0.95,3,4,232267985.656925,4433368.91412858,1367287500
3,0.95,3,4,625094238.005812,13167534.8609191,4101862500
1,0.96,3,4,234534218.04258,4578663.03177564,1381680000
3,0.96,3,4,630563473.822065,13651531.5773233,4145040000
1,0.97,3,4,236715222.579382,4723957.1494227,1396072500
3,0.97,3,4,635852339.368283,14143296.2832057,4188217500
1,0.98,3,4,238865894.848289,4869251.26706977,1410465000
3,0.98,3,4,641159591.19823,14635060.9890881,4231395000
1,0.99,3,4,241004893.70717,5014545.38471682,1424857500
3,0.99,3,4,646515661.798807,15124425.5144576,4274572500
1,1,3,4,243167019.182086,5159839.50236387,1439250000
3,1,3,4,652296916.65788,15589067.1341563,4317750000
1,0.8,4,4,162826211.316978,11204128.1946064,1151400000
3,0.8,4,4,509481159.384751,23034231.4870251,3454200000
1,0.81,4,4,164143030.795418,11441516.4716019,1165792500
3,0.81,4,4,503409591.016172,24448463.9196703,3497377500
1,0.82,4,4,165531830.987542,11718224.738925,1180185000
3,0.82,4,4,506745928.384619,25154816.8608467,3540555000
1,0.83,4,4,166778303.434135,11955634.1186607,1194577500
3,0.83,4,4,510264736.574902,25861169.8020232,3583732500
1,0.84,4,4,167996538.728253,12212692.9421901,1208970000
3,0.84,4,4,513732263.587404,26567522.7431996,3626910000
1,0.85,4,4,169212914.385085,12469751.7657195,1223362500
3,0.85,4,4,517021619.147704,27296159.5257275,3670087500
1,0.86,4,4,170324389.959818,12737486.5611874,1237755000
3,0.86,4,4,520549659.093247,27997483.0551393,3713265000
1,0.87,4,4,171542625.253936,12994545.3847168,1252147500
3,0.87,4,4,523321313.884202,28752696.1880744,3756442500
1,0.88,4,4,172760037.824289,13251604.2082462,1266540000
3,0.88,4,4,526647942.062158,29442953.8762072,3799620000
1,0.89,4,4,173978273.118407,13508663.0317756,1280932500
3,0.89,4,4,530023521.690746,30151542.1115013,3842797500
1,0.9,4,4,173349606.472447,14047073.1379838,1295325000
3,0.9,4,4,533080339.476187,30860130.3467955,3885975000
1,0.91,4,4,176414389.685284,14022780.6788345,1309717500
3,0.91,4,4,536080048.73942,31568718.5820895,3929152500
1,0.92,4,4,177639456.847596,14279839.5023639,1324110000
3,0.92,4,4,538978720.364315,32277306.8173837,3972330000
1,0.93,4,4,178862533.683547,14536898.3258933,1338502500
3,0.93,4,4,541887676.397784,32985895.0526777,4015507500
1,0.94,4,4,180082496.711239,14793957.1494227,1352895000
3,0.94,4,4,543285618.612674,33687534.8609192,4058685000
1,0.95,4,4,181335193.214882,15051015.9729521,1367287500
3,0.95,4,4,546061241.436762,34402828.9785661,4101862500
1,0.96,4,4,182571593.667764,15308074.7964815,1381680000
3,0.96,4,4,548899251.52849,35110355.1067351,4145040000
1,0.97,4,4,183789828.961882,15565133.6200109,1396072500
3,0.97,4,4,551673411.192355,35825649.2243821,4188217500
1,0.98,4,4,185008064.256,15822192.4435403,1410465000
3,0.98,4,4,554465957.139949,36540943.3420293,4231395000
1,0.99,4,4,186214626.14009,16079251.2670698,1424857500
3,0.99,4,4,557271319.150482,37253837.2791635,4274572500
1,1,4,4,187444314.640217,16336310.0905992,1439250000
3,1,4,4,560450705.303024,37942008.3106269,4317750000
1,0.8,5,4,214683142.44147,115392.217773829,1151400000
3,0.8,5,4,650638746.929728,0,3454200000
1,0.81,5,4,216837127.640781,241015.788886964,1165792500
3,0.81,5,4,649163618.372292,0,3497377500
1,0.82,5,4,218571879.381339,466150.908524968,1180185000
3,0.82,5,4,657248444.293888,0,3540555000
1,0.83,5,4,221282992.381352,531604.024181068,1194577500
3,0.83,5,4,665411076.013583,0,3583732500
1,0.84,5,4,223505513.389755,676898.141828138,1208970000
3,0.84,5,4,673522426.555497,0,3626910000
1,0.85,5,4,225421968.172349,822192.259475194,1223362500
3,0.85,5,4,681243909.15237,0,3670087500
1,0.86,5,4,227419835.327296,979982.914490577,1237755000
3,0.86,5,4,689463552.039089,0,3713265000
1,0.87,5,4,229439583.226456,1147629.97331413,1252147500
3,0.87,5,4,696414858.537749,0,3756442500
