"seed","method","evaluation","phase","scenario","rate_mt","L_mid","L_top","f1_retained_integral_m3yr","f2_unretained_final_m3","f3_total_cost_eur"
3,"SCAL",19,"initial",1,0.834603869868442,2,1,153529726.915202,7891584.216066,1201203619.70816
3,"SCAL",20,"initial",3,0.914149503642693,6,2,313726766.616263,65479298.1719385,3947069019.35324
3,"SCAL",21,"sequential",3,0.956065613543615,1,4,628485630.089773,13458052.3374681,4128052302.87794
3,"SCAL",22,"sequential",1,0.928893586434424,5,2,208426355.415226,9482999.55396354,1336910094.27574
3,"SCAL",23,"sequential",1,0.83145227455534,8,7,146741188.837666,10872279.5255245,1196667686.15377
3,"SCAL",24,"sequential",1,0.862765697296709,8,9,139128010.752178,15669730.78232,1241735529.83429
3,"SCAL",25,"sequential",3,0.919447382446378,2,8,306783045.214185,63694936.807001,3969943935.55785
3,"SCAL",26,"sequential",3,0.841763644805178,5,6,562217202.072829,23923833.8058046,3634524977.35756
3,"SCAL",27,"sequential",1,0.83479310865514,3,3,209928950.470685,7.45058059692383e-09,1201475981.63191
3,"SCAL",28,"sequential",1,0.803674225369468,1,3,202096151.006626,20464.7826903164,1156688128.86301
3,"SCAL",29,"sequential",1,0.980572832468897,5,7,238990744.484079,4877023.47080564,1411289449.13086
3,"SCAL",30,"sequential",1,0.941204396216199,9,7,155540998.786118,14437197.7005676,1354628427.25416
3,"SCAL",31,"sequential",1,0.999050486227497,4,8,201773564.893676,13102226.6493991,1437883412.30293
3,"SCAL",32,"sequential",3,0.868232913082466,4,8,525911274.941984,31635205.1760576,3748812660.46182
3,"SCAL",33,"sequential",1,0.900319180125371,3,5,226342134.123157,22289.8022193611,1295784379.99544
3,"SCAL",34,"sequential",1,0.894896914763376,7,3,203155227.698949,3632202.78414308,1287980384.57319
3,"SCAL",35,"sequential",1,0.963337289867923,3,3,242210262.744587,10675.9719384722,1386483194.44241
3,"SCAL",36,"sequential",1,0.968992637610063,8,3,171064531.967388,9965908.9766273,1394622653.68028
3,"SCAL",37,"sequential",1,0.869467717967928,5,5,218541703.248306,10675.9719384648,1251381413.08534
3,"SCAL",38,"sequential",3,0.987903552595526,1,2,833949418.666173,0,4265520564.21933
3,"SCAL",39,"sequential",1,0.834064230602235,5,1,209748659.443146,7.45058059692383e-09,1200426943.89427
3,"SCAL",40,"sequential",1,0.959352301061153,1,3,241208155.265238,10675.971938476,1380747799.30227
3,"SCAL",41,"sequential",3,0.85534222885035,5,3,651905000.592794,0,3693153908.6186
3,"SCAL",42,"sequential",1,0.914435786241666,9,3,157948762.747824,9783836.12406651,1316101705.34832
3,"SCAL",43,"sequential",1,0.858839423907921,5,8,194411477.663599,8478657.68440077,1236084640.85948
3,"SCAL",44,"sequential",1,0.930033535743132,3,1,233783994.367695,10675.9719384387,1338550766.3183
3,"SCAL",45,"sequential",1,0.932779336115345,5,5,234294652.707459,970396.082089186,1342502659.50401
3,"SCAL",46,"sequential",3,0.851715788478032,1,3,552632751.411551,7977160.73655504,3677495845.70102
3,"SCAL",47,"sequential",1,0.991426925500855,3,3,249262306.530489,10675.9719384797,1426911202.5271
3,"SCAL",48,"sequential",1,0.936130559490994,6,9,141064340.894598,18141430.8924183,1347325907.74741
3,"SCAL",49,"sequential",3,0.934199320757762,5,5,734399605.403862,0,4033639117.20182
3,"SCAL",50,"sequential",3,0.92055148249492,5,1,695282662.111721,0,3974711163.54244
3,"SCAL",51,"sequential",1,0.941422752290964,3,9,208825793.70421,10145778.9628454,1354942696.23477
3,"SCAL",52,"sequential",3,0.958216166310012,5,9,720820069.700685,0,4137337852.08505
3,"SCAL",53,"sequential",3,0.840485898545012,2,9,266777383.867858,61609800.3786282,3629007988.44272
3,"SCAL",54,"sequential",3,0.819516200013459,5,4,656850808.271841,0,3538466072.60811
3,"SCAL",55,"sequential",3,0.904048392735422,3,2,584815792.138445,8605601.86583924,3903454947.73337
3,"SCAL",56,"sequential",3,0.874766545323655,1,2,741344104.969615,0,3777023251.07121
3,"SCAL",57,"sequential",3,0.990122806094587,5,2,646844539.350038,29675606.6222772,4275102746.0149
3,"SCAL",58,"sequential",3,0.977256274037063,6,3,423094024.530959,37919493.8298812,4219548277.22353
3,"SCAL",59,"sequential",3,0.893537174677476,7,5,419084249.972669,25993401.3086392,3858070135.96367
3,"SCAL",60,"sequential",1,0.899104247475043,5,4,234532251.40973,1919308.12925902,1294035788.17846
3,"SCAL",61,"sequential",3,0.912409378448501,2,2,273435150.52519,69861720.5580899,3939555593.79601
3,"SCAL",62,"sequential",3,0.839966124296188,5,3,641618716.615737,0,3626763733.17987
3,"SCAL",63,"sequential",3,0.933455823687837,5,3,704076607.558109,0,4030428882.72816
3,"SCAL",64,"sequential",3,0.824297844152898,5,3,630867125.310901,0,3559112016.59117
3,"SCAL",65,"sequential",3,0.961072365939617,3,9,542440085.071033,38761296.3817912,4149670208.03578
3,"SCAL",66,"sequential",3,0.913057148363441,5,4,726866663.615047,0,3942352502.34625
3,"SCAL",67,"sequential",3,0.981111080246046,1,5,675376412.395671,0,4236192366.73237
3,"SCAL",68,"sequential",3,0.962210396165028,8,9,363665543.974341,64375995.9513202,4154583938.04155
3,"SCAL",69,"sequential",3,0.800818950776011,5,4,651260325.751362,0,3457736024.71312
3,"SCAL",70,"sequential",3,0.99235581047833,1,5,682626042.555375,0,4284744300.69281
3,"SCAL",71,"sequential",3,0.963837603665888,5,1,724498185.353253,0,4161609813.22839
3,"SCAL",72,"sequential",3,0.913379972567782,1,2,772283112.191525,0,3943746376.55454
3,"SCAL",73,"sequential",3,0.994502818770707,5,4,784381043.992159,0,4294014545.74722
3,"SCAL",74,"sequential",3,0.859443868417293,1,2,728716255.433778,0,3710863762.85877
3,"SCAL",75,"sequential",1,0.91390668922104,3,1,229716893.376377,10675.9719384499,1315340202.46138
3,"SCAL",76,"sequential",1,0.88185216714628,3,4,216900386.362948,3443220.98972453,1269205731.56528
3,"SCAL",77,"sequential",3,0.805117433983833,5,3,617738517.389263,0,3476295800.58369
3,"SCAL",78,"sequential",1,0.932666101213545,1,3,234443006.789931,10675.9719384611,1342339686.17159
3,"SCAL",79,"sequential",3,0.8562841525767,1,1,555622427.080331,8014943.79492399,3697220899.78805
3,"SCAL",80,"sequential",3,0.811826971499249,5,1,622279634.675729,0,3505265906.19088
3,"SCAL",81,"sequential",3,0.953469134308398,5,1,717542574.804907,0,4116841354.66008
3,"SCAL",82,"sequential",3,0.889881286164746,5,1,674528808.995168,0,3842284923.33783
3,"SCAL",83,"sequential",3,0.89421517578885,1,9,505834051.646011,35908666.1618722,3860997575.26231
3,"SCAL",84,"sequential",3,0.883864604635164,5,1,670442129.077726,0,3816306396.66348
3,"SCAL",85,"sequential",3,0.918095902958885,5,1,693613161.045952,0,3964108585.00072
3,"SCAL",86,"sequential",3,0.950590860284865,5,4,753772347.574524,0,4104413686.99497
3,"SCAL",87,"sequential",3,0.883165928302333,7,2,308908272.44081,62964703.7024797,3813289686.9274
3,"SCAL",88,"sequential",3,0.915825943509117,5,4,728856361.687664,0,3954307467.58649
3,"SCAL",89,"sequential",1,0.841107143135741,2,5,154298771.491447,8000609.67966482,1210563455.75812
3,"SCAL",90,"sequential",3,0.8367022709921,1,2,709942603.440975,0,3612671230.57614
3,"SCAL",91,"sequential",1,0.978215655079111,5,1,245954734.361401,10675.9719384611,1407896881.57261
3,"SCAL",92,"sequential",3,0.855565878516063,1,2,725435371.695257,0,3694119571.96273
3,"SCAL",93,"sequential",3,0.915732517745346,5,4,728789224.520655,0,3953904078.49497
3,"SCAL",94,"sequential",3,0.819832572806627,5,8,579939003.782479,16387025.1770962,3539832091.23581
3,"SCAL",95,"sequential",3,0.976298033259809,5,3,732623228.024701,0,4215410833.10754
3,"SCAL",96,"sequential",1,0.915906406240538,5,3,230216763.026398,10675.9719384722,1318218295.18169
3,"SCAL",97,"sequential",3,0.971821126248688,2,5,425043210.902537,28964488.3305073,4196080667.86027
3,"SCAL",98,"sequential",3,0.879231094196439,5,3,667264132.610518,0,3796300056.96667
3,"SCAL",99,"sequential",1,0.872600632626563,3,3,219327811.406829,10675.9719384573,1255890460.50778
3,"SCAL",100,"sequential",3,0.866466113179922,1,2,733935350.685107,0,3741184060.18261
3,"EHVI",1,"initial",1,0.847377001494169,7,8,174741495.357907,11281638.6827167,1219587349.40048
3,"EHVI",2,"initial",3,0.958229481894523,3,4,629627070.601363,13564463.7457834,4137395345.45008
3,"EHVI",3,"initial",1,0.919946313137189,5,9,204340588.125343,9857742.01419469,1324032731.1827
3,"EHVI",4,"initial",3,0.982029542187229,7,3,427254972.725178,38159010.4247097,4240158055.77891
3,"EHVI",5,"initial",3,0.912084910785779,6,4,397836588.3866,41910343.0869041,3938154623.5453
3,"EHVI",6,"initial",3,0.951140953833237,8,2,347337255.558313,66136966.8703339,4106788853.41346
3,"EHVI",7,"initial",1,0.875834378227592,4,1,200224210.647938,3355786.05661182,1260544628.86406
3,"EHVI",8,"initial",1,0.874656195379794,1,4,215283506.257326,3338667.75288204,1258848929.20037
3,"EHVI",9,"initial",1,0.834058128576726,3,6,186992369.686606,8562876.91517382,1200418161.55405
3,"EHVI",10,"initial",3,0.89066146472469,6,1,392932360.506195,33710096.0674346,3845653539.31503
3,"EHVI",11,"initial",3,0.851682792091742,4,2,490429195.520445,36932985.3709517,3677353375.55412
3,"EHVI",12,"initial",1,0.867253190465271,9,5,150951452.114382,9151034.25130076,1248194154.37714
3,"EHVI",13,"initial",1,0.977916606934741,7,2,187935703.109113,15132610.1784574,1407466476.53083
3,"EHVI",14,"initial",3,0.840389259764925,1,8,502793365.395682,26640447.1374893,3628590726.35
3,"EHVI",15,"initial",3,0.915837208554149,9,7,322445695.094755,63019769.7812652,3954356107.23468
3,"EHVI",16,"initial",3,0.841526405978948,1,7,489409105.4612,31155165.3926109,3633500639.4156
3,"EHVI",17,"initial",1,0.856293758470565,9,6,149461591.695749,8999836.93059863,1232420791.87876
3,"EHVI",18,"initial",1,0.957256240816787,5,3,240681057.762611,10675.9719384536,1377731044.59556
3,"EHVI",19,"initial",1,0.834603869868442,2,1,153529726.915202,7891584.216066,1201203619.70816
3,"EHVI",20,"initial",3,0.914149503642693,6,2,313726766.616263,65479298.1719385,3947069019.35324
3,"EHVI",21,"sequential",3,0.936525937262923,6,3,409279044.484443,35904697.2164563,4043684865.61699
3,"EHVI",22,"sequential",3,0.807471954869107,6,1,365026171.459188,29473426.2228617,3486462033.13608
3,"EHVI",23,"sequential",1,0.868311453424394,6,7,144988119.717023,12559125.2186337,1249717259.34106
3,"EHVI",24,"sequential",3,0.813013109378517,1,6,470051122.507096,29747159.2556266,3510387353.01909
3,"EHVI",25,"sequential",3,0.921158368512988,2,1,364355889.215681,39636834.251409,3977331545.64695
3,"EHVI",26,"sequential",3,0.828307700809091,5,8,585032492.118741,16710974.4815668,3576425575.16845
3,"EHVI",27,"sequential",1,0.882856880687177,4,3,201300141.571628,3457818.88646579,1270651765.52902
3,"EHVI",28,"sequential",1,0.872684793034568,2,1,157955785.689077,8540675.66461303,1256011588.375
3,"EHVI",29,"sequential",3,0.975176296103746,2,9,304681453.728831,72088912.5996661,4210567452.50195
3,"EHVI",30,"sequential",1,0.982379494979978,2,9,141167631.492323,21064080.2665515,1413889688.14993
3,"EHVI",31,"sequential",1,0.931660667108372,1,4,228108991.390154,4166909.1950561,1340892615.13572
3,"EHVI",32,"sequential",1,0.800401050131768,8,4,142432517.116366,10093494.8466878,1151977211.40215
3,"EHVI",33,"sequential",1,0.920460515655577,1,4,225587383.422243,4004177.58277137,1324772797.15729
3,"EHVI",34,"sequential",1,0.963998640747741,3,4,235424526.887423,4636760.92969869,1387435043.69619
3,"EHVI",35,"sequential",1,0.861904659075662,5,4,227804528.443965,1011913.96370022,1240496280.57465
3,"EHVI",36,"sequential",3,0.936125463247299,1,3,605710788.74975,8886126.97815111,4041955718.93603
3,"EHVI",37,"sequential",1,0.827856098674238,3,5,208184496.490193,7.45058059692383e-09,1191491890.0169
3,"EHVI",38,"sequential",1,0.914930658554658,1,3,229971391.18186,10675.9719384573,1316813950.32479
3,"EHVI",39,"sequential",1,0.819136181194335,5,7,202925488.128324,2544279.14056753,1178941748.78395
3,"EHVI",40,"sequential",1,0.932903811661527,3,7,228389560.073132,4184420.63907501,1342681810.93385
3,"EHVI",41,"sequential",1,0.888938595121726,2,2,131486095.338647,18748361.9391994,1279404873.02894
3,"EHVI",42,"sequential",1,0.896447129687294,5,7,219574526.751417,3945607.8299081,1290211531.40244
3,"EHVI",43,"sequential",3,0.866761565860361,7,9,318449913.585544,58970431.5888794,3742459750.99357
3,"EHVI",44,"sequential",1,0.846112669911236,6,9,133751982.93352,15626454.7699984,1217767660.16975
3,"EHVI",45,"sequential",3,0.938290110463276,1,1,607041929.099498,8909472.07581624,4051302124.45281
3,"EHVI",46,"sequential",1,0.857235870370641,5,7,211475161.233378,3074333.9907337,1233776726.43095
3,"EHVI",47,"sequential",3,0.937296384107322,4,5,623083234.433873,3992493.39030941,4047011462.47939
3,"EHVI",48,"sequential",3,0.805794029310346,4,5,570259519.809674,0,3479217170.05474
3,"EHVI",49,"sequential",1,0.890125064877793,2,1,160015553.067125,8833056.69257296,1281112499.62536
3,"EHVI",50,"sequential",3,0.827989103645086,9,6,295166392.603272,55653040.9275539,3575049952.26357
3,"EHVI",51,"sequential",3,0.862335640564561,8,6,359908456.042065,51855161.362492,3723349712.04763
3,"EHVI",52,"sequential",3,0.85096293236129,3,6,489754047.728938,31709078.6830428,3674245201.20296
3,"EHVI",53,"sequential",3,0.999605462839827,8,5,498575292.621574,23348020.1888772,4316046487.17666
3,"EHVI",54,"sequential",3,0.946265149721876,9,4,428900181.207511,34188609.3321144,4085736350.21163
3,"EHVI",55,"sequential",1,0.904710762947798,3,2,203781334.311963,9077581.6308054,1302104965.57262
3,"EHVI",56,"sequential",3,0.995020785741508,4,1,622214711.624288,15371330.0368047,4296250997.6354
3,"EHVI",57,"sequential",3,0.926315875118598,9,3,392010734.606962,37257650.8442941,3999600369.79333
3,"EHVI",58,"sequential",1,0.805020268866792,3,7,199785767.87213,2331623.59396527,1158625421.96653
3,"EHVI",59,"sequential",3,0.953776938514784,4,5,629290088.871078,4609993.01772986,4118170376.27221
3,"EHVI",60,"sequential",1,0.97832705900073,1,2,309870667.319212,0,1408057219.6668
3,"EHVI",61,"sequential",1,0.976088784588501,5,6,215000560.730879,10769353.7273788,1404835783.219
3,"EHVI",62,"sequential",1,0.881883342890069,7,7,172993328.307788,13299466.4839317,1269250601.25453
3,"EHVI",63,"sequential",1,0.848189515760168,5,2,193065063.895196,8119343.57366256,1220756760.55782
3,"EHVI",64,"sequential",1,0.954173114197329,4,3,212327961.927386,4494001.8086427,1373293654.6085
3,"EHVI",65,"sequential",1,0.971955464407802,1,4,237135778.886851,4752368.89699487,1398886902.14893
3,"EHVI",66,"sequential",1,0.93657299913466,4,8,184714017.429139,13758710.9313979,1347962689.00456
3,"EHVI",67,"sequential",3,0.843139860453084,1,5,587520586.196253,0,3640467132.4713
3,"EHVI",68,"sequential",1,0.905712223146111,3,5,227653225.807064,10675.9719384648,1303546317.16304
3,"EHVI",69,"sequential",1,0.981147368485108,1,4,239112656.206603,4885921.85623574,1412116350.09219
3,"EHVI",70,"sequential",1,0.885383010469377,3,3,222541380.758243,10675.9719384685,1274287497.81805
3,"EHVI",71,"sequential",1,0.876024727383629,5,3,220188870.529562,10675.9719384685,1260818588.88689
3,"EHVI",72,"sequential",1,0.944677348388359,1,4,231052296.501643,4356033.91718297,1359626873.66795
3,"EHVI",73,"sequential",1,0.919825104577467,2,5,163527708.809138,9330969.1228322,1323858281.76312
3,"EHVI",74,"sequential",1,0.856590219866484,4,5,197369059.367414,3065503.78377963,1232847473.94284
3,"EHVI",75,"sequential",3,0.818408685782924,4,5,575624591.462625,0,3533684103.03922
3,"EHVI",76,"sequential",3,0.807683473080397,1,5,564453031.281044,0,3487375315.89288
3,"EHVI",77,"sequential",1,0.909762614266947,3,4,223174488.487574,3848743.36847776,1309375842.5837
3,"EHVI",78,"sequential",3,0.90149664930068,7,5,421836773.58522,26294082.1676405,3892437157.51801
3,"EHVI",79,"sequential",3,0.962955765007064,6,5,441283400.501524,28617696.2584084,4157802254.35925
3,"EHVI",80,"sequential",1,0.9417373590637,4,5,210371211.532431,4313317.60170117,1355395494.03243
3,"EHVI",81,"sequential",1,0.904528447100893,3,5,227525645.583106,10999.0625673793,1301842567.48996
3,"EHVI",82,"sequential",3,0.840605301596224,4,5,585463992.674018,341858.662736699,3629523540.9671
3,"EHVI",83,"sequential",1,0.865404615039006,6,2,127690075.754442,17692833.3385228,1245533592.19489
3,"EHVI",84,"sequential",3,0.997618361189961,5,5,778442761.85845,0,4307466679.02796
3,"EHVI",85,"sequential",1,0.887708041677251,1,2,264730922.235758,0,1277633798.98398
3,"EHVI",86,"sequential",1,0.904207826359197,3,7,221549656.662386,4037549.25989169,1301381114.08747
3,"EHVI",87,"sequential",3,0.976737923966721,1,4,639433571.606253,14474643.6029809,4217310171.20731
3,"EHVI",88,"sequential",1,0.98174489592202,9,2,139536393.537489,21044930.3067437,1412976341.45577
3,"EHVI",89,"sequential",1,0.83088519340381,3,7,205553211.541111,2691474.15480384,1195851514.60643
3,"EHVI",90,"sequential",3,0.872026855917648,8,8,325021171.476457,59976492.8255784,3765193957.13842
3,"EHVI",91,"sequential",1,0.989574783435091,5,5,247868686.878594,2430373.16907324,1424245507.05896
3,"EHVI",92,"sequential",3,0.862628022069111,3,3,559722337.041463,8071470.47605625,3724612142.28891
3,"EHVI",93,"sequential",1,0.95972438948229,5,5,240840953.238598,1663042.45393357,1381283327.56239
3,"EHVI",94,"sequential",3,0.880719169275835,4,5,602193750.742648,1880499.2413646,3802725193.14074
3,"EHVI",95,"sequential",3,0.909816747670993,9,5,442795132.440935,16570140.7914924,3928361262.25643
3,"EHVI",96,"sequential",3,0.872523278323934,3,5,605763417.396775,0,3767337384.98316
3,"EHVI",97,"sequential",3,0.893810414196923,3,5,619032251.752027,0,3859249915.89876
3,"EHVI",98,"sequential",1,0.864641201961786,8,8,127911078.191522,18230009.0380939,1244434849.9235
3,"EHVI",99,"sequential",3,0.890227346215397,3,5,616684030.729953,0,3843779124.12153
3,"EHVI",100,"sequential",3,0.841031074663624,6,4,380256092.082501,36040112.0750919,3631361922.62886
3,"EPI",1,"initial",1,0.847377001494169,7,8,174741495.357907,11281638.6827167,1219587349.40048
3,"EPI",2,"initial",3,0.958229481894523,3,4,629627070.601363,13564463.7457834,4137395345.45008
3,"EPI",3,"initial",1,0.919946313137189,5,9,204340588.125343,9857742.01419469,1324032731.1827
3,"EPI",4,"initial",3,0.982029542187229,7,3,427254972.725178,38159010.4247097,4240158055.77891
3,"EPI",5,"initial",3,0.912084910785779,6,4,397836588.3866,41910343.0869041,3938154623.5453
3,"EPI",6,"initial",3,0.951140953833237,8,2,347337255.558313,66136966.8703339,4106788853.41346
3,"EPI",7,"initial",1,0.875834378227592,4,1,200224210.647938,3355786.05661182,1260544628.86406
3,"EPI",8,"initial",1,0.874656195379794,1,4,215283506.257326,3338667.75288204,1258848929.20037
3,"EPI",9,"initial",1,0.834058128576726,3,6,186992369.686606,8562876.91517382,1200418161.55405
3,"EPI",10,"initial",3,0.89066146472469,6,1,392932360.506195,33710096.0674346,3845653539.31503
3,"EPI",11,"initial",3,0.851682792091742,4,2,490429195.520445,36932985.3709517,3677353375.55412
3,"EPI",12,"initial",1,0.867253190465271,9,5,150951452.114382,9151034.25130076,1248194154.37714
3,"EPI",13,"initial",1,0.977916606934741,7,2,187935703.109113,15132610.1784574,1407466476.53083
3,"EPI",14,"initial",3,0.840389259764925,1,8,502793365.395682,26640447.1374893,3628590726.35
3,"EPI",15,"initial",3,0.915837208554149,9,7,322445695.094755,63019769.7812652,3954356107.23468
3,"EPI",16,"initial",3,0.841526405978948,1,7,489409105.4612,31155165.3926109,3633500639.4156
3,"EPI",17,"initial",1,0.856293758470565,9,6,149461591.695749,8999836.93059863,1232420791.87876
3,"EPI",18,"initial",1,0.957256240816787,5,3,240681057.762611,10675.9719384536,1377731044.59556
3,"EPI",19,"initial",1,0.834603869868442,2,1,153529726.915202,7891584.216066,1201203619.70816
3,"EPI",20,"initial",3,0.914149503642693,6,2,313726766.616263,65479298.1719385,3947069019.35324
3,"EPI",21,"sequential",3,0.825281344912946,9,2,274790384.103633,60433862.313014,3563358526.99787
3,"EPI",22,"sequential",3,0.985214849188924,4,1,618836924.418447,14891508.8668492,4253911415.08548
3,"EPI",23,"sequential",1,0.857430598465726,9,8,143188639.460236,13233335.359442,1234056988.8418
3,"EPI",24,"sequential",3,0.891511506587267,3,3,576744178.440649,8499112.07996909,3849323807.56717
3,"EPI",25,"sequential",1,0.847580694267526,3,8,191921784.634297,8352824.82371401,1219880514.22454
3,"EPI",26,"sequential",3,0.963621266651899,6,6,326230962.568983,69543387.3991322,4160675724.08624
3,"EPI",27,"sequential",1,0.813553243596107,9,5,141501306.126062,8616400.22183668,1170906505.8457
3,"EPI",28,"sequential",3,0.963096101814881,3,7,551734354.267151,37206769.7471593,4158408193.6112
3,"EPI",29,"sequential",3,0.822262737900019,4,3,560069159.808559,6934655.40604286,3550324936.56781
3,"EPI",30,"sequential",1,0.849370797770098,6,8,136370399.099197,15150762.8997407,1222456920.69061
3,"EPI",31,"sequential",3,0.802906777104363,5,4,643477518.039095,0,3466750736.84236
3,"EPI",32,"sequential",1,0.917040030006319,2,7,157502001.575079,13227531.4181092,1319849863.18659
3,"EPI",33,"sequential",3,0.820602072263137,3,8,491925320.114813,25748220.8466003,3543154597.51416
3,"EPI",34,"sequential",1,0.908685653703287,1,7,222933481.942946,3832545.04991707,1307825827.09246
3,"EPI",35,"sequential",1,0.96547261136584,5,1,242750233.662916,10675.971938476,1389556455.90828
3,"EPI",36,"sequential",1,0.849621908692643,2,8,134063158.963025,16518995.6165841,1222818332.08589
3,"EPI",37,"sequential",3,0.803734647436067,6,6,286676261.932349,56237553.1791143,3470325273.96708
3,"EPI",38,"sequential",1,0.88496037973091,1,5,222435101.557834,10675.9719384462,1273679226.52771
3,"EPI",39,"sequential",3,0.980488540465012,9,9,318894248.821398,72504517.5996945,4233504395.5928
3,"EPI",40,"sequential",1,0.922732609370723,7,8,183186474.014327,13371443.4435051,1328042908.03681
3,"EPI",41,"sequential",3,0.93238441599533,4,1,602133541.088936,12313317.9603101,4025802812.16384
3,"EPI",42,"sequential",1,0.827917836187407,5,1,208203022.024123,0,1191580745.73273
3,"EPI",43,"sequential",1,0.966763871815056,6,1,163751470.056893,10644290.1913585,1391414902.50982
3,"EPI",44,"sequential",1,0.839824626967311,8,4,147927132.196544,11088048.9467209,1208717594.3627
3,"EPI",45,"sequential",1,0.915244211815298,5,7,224407889.897673,3927837.04130922,1317265231.85517
3,"EPI",46,"sequential",1,0.836787884542719,5,9,186866352.246576,8781830.10434622,1204346962.82811
3,"EPI",47,"sequential",3,0.825128728989512,1,2,700402991.237997,0,3562699569.59446
3,"EPI",48,"sequential",1,0.884870606381446,9,5,153563780.721175,9387314.88829417,1273550020.2345
3,"EPI",49,"sequential",1,0.836564196785912,5,8,189487517.1184,8229699.26362537,1204025020.22412
3,"EPI",50,"sequential",3,0.903612452559173,8,3,419744681.667015,32200967.2831272,3901572667.03737
3,"EPI",51,"sequential",3,0.982961638318375,2,3,388034889.37065,42335795.6551945,4244182613.84916
3,"EPI",52,"sequential",1,0.957389183109626,4,8,187071621.063763,14340339.6012867,1377922381.79053
3,"EPI",53,"sequential",1,0.84535926124081,5,3,212584167.439502,0,1216683316.74084
3,"EPI",54,"sequential",3,0.893339163996279,9,1,378798306.031612,35871853.0545421,3857215175.34493
3,"EPI",55,"sequential",1,0.808580170525238,2,1,144712664.03253,8122536.71889957,1163749010.42845
3,"EPI",56,"sequential",1,0.889694201061502,4,1,202354423.036712,3557161.12955159,1280492378.87777
3,"EPI",57,"sequential",3,0.81294232220389,9,3,349001994.345761,32222069.9180679,3510081711.69584
3,"EPI",58,"sequential",3,0.846176303783432,7,9,314440584.153356,57160744.0215969,3653577735.66091
3,"EPI",59,"sequential",3,0.869742242945358,7,4,390396349.174525,38454889.8107413,3755329569.47732
3,"EPI",60,"sequential",1,0.83175084842369,2,2,126629527.343948,17139793.0448158,1197097408.5938
3,"EPI",61,"sequential",3,0.960602549882606,4,7,518394458.788291,45889050.5760666,4147641659.75562
3,"EPI",62,"sequential",1,0.982405685121194,8,9,153309374.704188,18611466.9535338,1413927382.31068
3,"EPI",63,"sequential",1,0.856516671087593,9,3,149411996.981864,9002328.30690658,1232741618.86282
3,"EPI",64,"sequential",3,0.977264372911304,7,6,332082267.802482,70686450.0028584,4219583246.13778
3,"EPI",65,"sequential",1,0.934856426808983,4,4,179454160.737747,14661737.0621007,1345492112.28483
3,"EPI",66,"sequential",1,0.971826812950894,9,3,166374568.190322,10553551.0705197,1398701740.53957
3,"EPI",67,"sequential",3,0.840161690302193,6,5,397354634.009529,23862601.4507434,3627608138.3023
3,"EPI",68,"sequential",1,0.898593773366883,2,5,161006647.049355,8991274.0797702,1293301088.31829
3,"EPI",69,"sequential",1,0.884975486481562,1,9,197047670.394722,9388721.51551925,1273700968.91859
3,"EPI",70,"sequential",1,0.94038027971983,7,8,185140864.567117,13864540.1150243,1353442317.58676
3,"EPI",71,"sequential",3,0.827600687323138,9,7,299393018.860309,55620279.075378,3573372867.68948
3,"EPI",72,"sequential",1,0.806483708973974,1,8,182942082.556304,7904550.3257436,1160731678.14079
3,"EPI",73,"sequential",1,0.88844503168948,1,5,223311389.035651,10675.9719384499,1278694511.85908
3,"EPI",74,"sequential",3,0.844127023266628,4,4,515175136.815066,26859036.2454683,3644729454.70948
3,"EPI",75,"sequential",1,0.965395114896819,8,9,151302270.36368,18193207.0503697,1389444919.11525
3,"EPI",76,"sequential",1,0.90414215172641,1,9,201199541.149791,9647139.59114235,1301286591.87223
3,"EPI",77,"sequential",1,0.803485468914732,9,1,140469040.623666,8430724.30754256,1156416461.13553
3,"EPI",78,"sequential",3,0.989624073170125,6,8,364027382.298106,65014908.0409096,4272949341.93031
3,"EPI",79,"sequential",3,0.829696754086763,5,9,634575056.152825,0,3582423159.95812
3,"EPI",80,"sequential",1,0.80695683718659,9,5,141191279.101269,8457882.65931651,1161412627.9208
3,"EPI",81,"sequential",3,0.895089185005054,5,9,677943587.811744,0,3864771328.55557
3,"EPI",82,"sequential",1,0.921547868615016,2,4,157923849.504617,13369150.9649406,1326337769.90416
3,"EPI",83,"sequential",3,0.949616200244054,4,7,515633644.168696,44988182.8248504,4100205348.60376
3,"EPI",84,"sequential",1,0.868452236382291,6,4,145003719.404655,12563609.5751813,1249919881.21321
3,"EPI",85,"sequential",3,0.961787958536297,5,1,723179514.294899,0,4152759957.9701
3,"EPI",86,"sequential",3,0.963858194975182,5,2,632172437.578144,28652997.1953967,4161698721.35409
3,"EPI",87,"sequential",1,0.987690847553313,6,6,135237655.019605,21963855.5739145,1421534052.34111
3,"EPI",88,"sequential",3,0.951534078316763,8,9,360427911.433015,63571803.0422802,4108486266.6522
3,"EPI",89,"sequential",3,0.982681621331722,9,9,319507896.805929,72676093.9263254,4242973570.50504
3,"EPI",90,"sequential",3,0.852690635621548,7,5,405001184.523281,24382812.4653922,3681704991.95494
3,"EPI",91,"sequential",1,0.924138531973586,7,8,183342035.215267,13410726.5750557,1330066382.14298
3,"EPI",92,"sequential",3,0.879396789567545,2,2,263451100.735731,67367522.3722841,3797015488.15527
3,"EPI",93,"sequential",1,0.843812946882099,3,7,208459457.432298,2879306.80828252,1214457783.80006
3,"EPI",94,"sequential",3,0.918595200870186,5,3,693949623.680374,0,3966264428.55725
