"method","evaluation","metric","n","mean","sd","se","ci_low_95","ci_high_95"
"EPI",100,"hypervolume",10,0.606786694102474,0.0324513667976744,0.0102620232266216,0.583572384755571,0.630001003449378
"SCAL",1,"hypervolume",10,0.148194107707961,0.0789731317447598,0.0249734970269988,0.0917001325282158,0.204688082887706
"SCAL",2,"hypervolume",10,0.310942585364248,0.0855960164878892,0.0270678370739056,0.249710883846058,0.372174286882439
"SCAL",3,"hypervolume",10,0.347643570972827,0.0647193209591459,0.0204660462850374,0.30134615777497,0.393940984170684
"SCAL",4,"hypervolume",10,0.359389320994423,0.0654614646893856,0.0207007327389145,0.312561010153916,0.40621763183493
"SCAL",5,"hypervolume",10,0.37395895119262,0.0677115480771166,0.0214122715819683,0.32552102766169,0.42239687472355
"SCAL",6,"hypervolume",10,0.380325051003672,0.06423899797018,0.0203141548192702,0.334371240173068,0.426278861834276
"SCAL",7,"hypervolume",10,0.405566837606889,0.0657064754897948,0.0207782119569779,0.358563256598272,0.452570418615506
"SCAL",8,"hypervolume",10,0.408579994501784,0.06328870961357,0.0200136472551876,0.363305979009744,0.453854009993823
"SCAL",9,"hypervolume",10,0.41008216223933,0.0634964467554892,0.0200793395074955,0.364659540548192,0.455504783930468
"SCAL",10,"hypervolume",10,0.413561513327643,0.0644330687667499,0.0203755253937186,0.367468872612466,0.45965415404282
"SCAL",11,"hypervolume",10,0.419236140610343,0.0621837503128922,0.0196642284439947,0.37475256538486,0.463719715835826
"SCAL",12,"hypervolume",10,0.420808485757837,0.0624479241750552,0.0197477675542666,0.376135931935679,0.465481039579995
"SCAL",13,"hypervolume",10,0.454349553257062,0.0538490101480091,0.017028552181323,0.415828291967999,0.492870814546124
"SCAL",14,"hypervolume",10,0.463816709883956,0.0483395168181277,0.0152862974137299,0.429236702696823,0.498396717071088
"SCAL",15,"hypervolume",10,0.470860549712149,0.0547797055882429,0.0173228639212301,0.43167350901256,0.510047590411739
"SCAL",16,"hypervolume",10,0.47255377158136,0.0548022313333503,0.0173299871872833,0.433350616934446,0.511756926228274
"SCAL",17,"hypervolume",10,0.473286708694334,0.0548505477988428,0.0173452661952279,0.434048990530157,0.51252442685851
"SCAL",18,"hypervolume",10,0.48424811457879,0.0542138812243678,0.017143934546684,0.445465840245465,0.523030388912115
"SCAL",19,"hypervolume",10,0.490161314682554,0.0521990504256415,0.0165067891043009,0.45282036347546,0.527502265889647
"SCAL",20,"hypervolume",10,0.490370966573927,0.0521810876898145,0.0165011087884788,0.453042865133957,0.527699068013897
"SCAL",21,"hypervolume",10,0.491192965386573,0.0522194487106662,0.0165132396084048,0.453837422125417,0.528548508647729
"SCAL",22,"hypervolume",10,0.495347804015068,0.0520686598952484,0.0164655559981649,0.458100128574364,0.532595479455772
"SCAL",23,"hypervolume",10,0.500292764668023,0.0510520446236629,0.0161440740219328,0.463772331982563,0.536813197353482
"SCAL",24,"hypervolume",10,0.501805801535383,0.0518125467598876,0.0163845659135222,0.464741338394769,0.538870264675997
"SCAL",25,"hypervolume",10,0.507056343056616,0.0514396890166291,0.0162666579423295,0.470258606277587,0.543854079835645
"SCAL",26,"hypervolume",10,0.514777273308469,0.0551410811454712,0.0174371409063855,0.475331720108367,0.55422282650857
"SCAL",27,"hypervolume",10,0.516914077440621,0.0529281482004501,0.0167373500648364,0.47905156110519,0.554776593776052
"SCAL",28,"hypervolume",10,0.519590651284104,0.0525895539758861,0.0166302771696164,0.481970350665537,0.557210951902671
"SCAL",29,"hypervolume",10,0.527440617314391,0.0510317205989808,0.0161376470010111,0.490934723560345,0.563946511068437
"SCAL",30,"hypervolume",10,0.531308261540072,0.0547831074983626,0.0173239396996675,0.492118787260585,0.570497735819559
"SCAL",31,"hypervolume",10,0.533045362394067,0.0554849202577035,0.017545872380716,0.493353841510487,0.572736883277647
"SCAL",32,"hypervolume",10,0.534534283213402,0.0537987202558018,0.017012649121057,0.49604899714603,0.573019569280773
"SCAL",33,"hypervolume",10,0.537182270094062,0.0514281403293667,0.0162630059267561,0.500392794748221,0.573971745439903
"SCAL",34,"hypervolume",10,0.537182270094062,0.0514281403293667,0.0162630059267561,0.500392794748221,0.573971745439903
"SCAL",35,"hypervolume",10,0.539387666203126,0.0515691480057774,0.0163075964692587,0.50249732004217,0.576278012364082
"SCAL",36,"hypervolume",10,0.55077554947662,0.0523054720791271,0.0165404425860385,0.513358468804761,0.58819263014848
